Ticker,Report Date,SimFinId,Currency,Fiscal Year,Fiscal Period,Publish Date,Restated Date,Shares (Basic),Shares (Diluted),Net Income/Starting Line,Depreciation & Amortization,Non-Cash Items,Change in Working Capital,Change in Accounts Receivable,Change in Inventories,Change in Accounts Payable,Change in Other,Net Cash from Operating Activities,Change in Fixed Assets & Intangibles,Net Change in Long Term Investment,Net Cash from Acquisitions & Divestitures,Net Cash from Investing Activities,Dividends Paid,Cash from (Repayment of) Debt,Cash from (Repurchase of) Equity,Net Cash from Financing Activities,Net Change in Cash
AAMC,12/31/2020,847094,USD,2020,Q4,3/3/2021,11/15/2021,1648123,1648123,4235000,89000,-11389000,-2351000,,,,,9327000,-63000,,,-58000,,,,-115000,9168000
AAMC,3/31/2021,847094,USD,2021,Q1,5/17/2021,5/13/2022,1844212,2078077,-357000,83000,-5543000,-1864000,,,,,-2242000,-511000,-49449000,,-49307000,,28407000,,24524000,-26905000
AAMC,6/30/2021,847094,USD,2021,Q2,8/16/2021,5/13/2022,2051928,2196949,2228000,81000,-5377000,-402000,,,,,-3470000,0,66815000,,68602000,,-28407000,,-28002000,37125000
AAMC,9/30/2021,847094,USD,2021,Q3,11/15/2021,8/11/2022,1948070,2137513,-5697000,73000,4768000,-4936000,,,,,-5792000,0,38480000,,39612000,,0,,-1303000,32402000
AAN,12/31/2020,441241,USD,2020,Q4,1/26/2021,2/24/2022,33982000,33982000,2875000,137605000,35729000,-157678000,,,,,18531000,-18718000,,-11917000,-30635000,,-286445000,,-344690000,-356739000
AAN,3/31/2021,441241,USD,2021,Q1,4/27/2021,4/25/2022,34262000,34919000,36323000,156279000,50222000,-222625000,,,,,20199000,-24337000,,-1062000,-25399000,-3430000,-492000,-5184000,-9861000,-15059000
AAN,6/30/2021,441241,USD,2021,Q2,7/27/2021,4/25/2022,34262000,34919000,32975000,147868000,45043000,-185930000,,,,,39956000,-13149000,,-672000,-13821000,-3340000,-261000,-35652000,-39253000,-13085000
AAN,9/30/2021,441241,USD,2021,Q3,10/26/2021,7/25/2022,33513000,34216000,24348000,145283000,55188000,-194580000,,,,,30239000,-19640000,,-5042000,-22335000,0,13000,-39028000,-40989000,-33133000
AAOI,12/31/2016,671827,USD,2016,Q4,3/9/2017,2/28/2018,17633863,16989025,14225000,4262000,4950000,5299000,,,,,28736000,-10508000,,,-9629000,,-52129000,27616000,-24513000,-8228000
AAOI,3/31/2017,671827,USD,2017,Q1,5/9/2017,5/8/2018,18597607,19702047,19789000,4302000,2534000,-16949000,,,,,9676000,-7497000,,,-8929000,,-15050000,22195000,6779000,8569000
AAOI,6/30/2017,671827,USD,2017,Q2,8/8/2017,8/8/2018,19083705,20210147,29071000,4627000,4332000,2178000,,,,,40208000,-19271000,,,-21675000,,-1168000,678000,-1967000,15346000
AAOI,9/30/2017,671827,USD,2017,Q3,11/8/2017,11/8/2018,19297892,20488738,19375000,5403000,-2404000,-14760000,,,,,7614000,-19997000,,,-18522000,,13611000,98000,7062000,-3877000
AAOI,12/31/2017,671827,USD,2017,Q4,2/28/2018,2/28/2018,19410216,20155488,5716000,6049000,5512000,9509000,,,,,26786000,-20531000,,,-21033000,,8540000,61000,6370000,11946000
AAOI,3/31/2018,671827,USD,2018,Q1,5/8/2018,5/8/2018,19492251,19988575,2120000,6964000,1632000,-14780000,,,,,-4064000,-9793000,,,-12220000,,15585000,52000,14576000,-649000
AAOI,6/30/2018,671827,USD,2018,Q2,8/8/2018,8/8/2018,19590705,20036113,8034000,7327000,4552000,2230000,,,,,22143000,-21316000,,,-23000000,,-4122000,1000,-5272000,-5356000
AAOI,9/30/2018,671827,USD,2018,Q3,11/8/2018,11/8/2018,19708587,20091283,-3732000,7516000,1405000,2357000,,,,,7546000,-20805000,,,-35805000,,10141000,67000,8632000,-19868000
AAOI,12/31/2018,671827,USD,2018,Q4,2/26/2019,2/26/2019,19796457,18472029,-8568000,7891000,1234000,-12153000,,,,,-11596000,-25310000,,,-5489000,,17216000,0,16867000,-71000
AAOI,3/31/2019,671827,USD,2019,Q1,5/9/2019,5/9/2019,19863080,19863080,-10474000,5948000,2758000,1808000,,,,,40000,-12966000,,,-9035000,,28311000,7000,28019000,19455000
AAOI,6/30/2019,671827,USD,2019,Q2,8/8/2019,8/8/2019,19932124,19932124,-11366000,6016000,2936000,9541000,,,,,7127000,-13635000,,,-11803000,,11545000,0,11318000,6528000
AAOI,9/30/2019,671827,USD,2019,Q3,11/7/2019,11/5/2020,20023611,20023611,-8780000,6018000,2613000,-5607000,,,,,-5756000,124000,,,-6159000,,424000,1000,249000,-11611000
AAOI,12/31/2019,671827,USD,2019,Q4,2/28/2020,11/5/2020,20110637,20110637,-35429000,6032000,25499000,733000,,,,,-3165000,-2951000,,,-5119000,,3201000,6000,3010000,-5348000
AAOI,3/31/2020,671827,USD,2020,Q1,5/8/2020,5/6/2021,20208383,20208383,-16797000,6031000,3161000,-641000,,,,,-8246000,-2847000,,,-3200000,,7192000,-75000,6854000,-4511000
AAOI,6/30/2020,671827,USD,2020,Q2,8/6/2020,5/6/2021,20858451,20858451,-18600000,6123000,11770000,-14816000,,,,,-15523000,-4068000,,,-6019000,,4451000,14007000,18247000,-3608000
